X,loan_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,desc,purpose,title,zip_code,addr_state,dti,rate
1580674,20000,20000, 36 months,11.99%,664.2,B,B5,client associate,MORTGAGE,85000,Source Verified,Aug-17,Fully Paid,n,,debt_consolidation,Debt consolidation,028xx,RI,4.87,0.1199
732969,20000,20000, 60 months,8.18%,407.26,B,B1,Program Manager,MORTGAGE,89000,Source Verified,Jun-15,Current,n,,debt_consolidation,Debt consolidation,061xx,CT,3.25,0.0818
1980736,20000,20000, 36 months,10.41%,649.21,B,B3,Paralegal,RENT,44000,Verified,Apr-18,Current,n,,debt_consolidation,Debt consolidation,112xx,NY,30.79,0.1041
1621484,25200,25200, 60 months,13.59%,581.02,C,C2,Police Officer,MORTGAGE,110000,Not Verified,Jul-17,Current,n,,credit_card,Credit card refinancing,441xx,OH,19.55,0.1359
1798596,10000,10000, 36 months,7.35%,310.38,A,A4,Manager ,RENT,25000,Source Verified,Mar-18,Current,n,,other,Other,112xx,NY,3.6,0.0735
1782352,5000,5000, 36 months,11.98%,166.03,B,B5,Retail Sales Associate,RENT,40000,Not Verified,Mar-18,Current,n,,credit_card,Credit card refinancing,112xx,NY,5.27,0.1198
1283908,35000,34975, 36 months,12.74%,1174.91,C,C1,,MORTGAGE,158469,Verified,Nov-16,Fully Paid,n,,debt_consolidation,Debt consolidation,729xx,AR,16.48,0.1274
1181904,25000,25000, 36 months,7.59%,778.69,A,A3,"Chief, Police",MORTGAGE,143000,Not Verified,Aug-16,Current,n,,debt_consolidation,Debt consolidation,104xx,NY,26.87,0.0759
1067420,25000,25000, 36 months,5.32%,752.87,A,A1,Teacher,RENT,70000,Not Verified,May-16,Current,n,,credit_card,Credit card refinancing,919xx,CA,28.07,0.0532
782778,8000,8000, 36 months,15.61%,279.72,D,D1,Sales Manager,MORTGAGE,80000,Source Verified,Apr-15,Charged Off,n,,home_improvement,Home improvement,320xx,FL,32.61,0.1561
1697916,30000,30000, 36 months,18.06%,1085.48,D,D2,Medical technologist,RENT,120000,Source Verified,Nov-17,Current,n,,debt_consolidation,Debt consolidation,112xx,NY,14.43,0.1806
878519,10525,10525, 36 months,19.24%,387.09,E,E2,Telephone sales associate ,RENT,45000,Source Verified,Jan-15,Charged Off,n,,debt_consolidation,Debt consolidation,447xx,OH,22.83,0.1924
1364095,11250,11250, 36 months,16.99%,401.04,D,D1,Owner operator ,MORTGAGE,65000,Source Verified,Feb-17,Current,n,,debt_consolidation,Debt consolidation,320xx,FL,25.87,0.1699
93230,24000,24000, 60 months,16.78%,593.63,C,C5,Bank of America,RENT,125000,Source Verified,Sep-13,Fully Paid,n,  Borrower added on 09/05/13 > Credit Card Consolidation<br>,debt_consolidation,Credit Credit Consolidation,430xx,OH,21.35,0.1678
974563,15000,15000, 36 months,9.75%,482.25,B,B3,Behavior Detection and Analysis Coordina,MORTGAGE,90000,Source Verified,Feb-16,Fully Paid,n,,credit_card,Credit card refinancing,379xx,TN,16.6,0.0975
1425958,12600,12600, 60 months,26.30%,379.5,E,E5,Care Provider,MORTGAGE,41760,Not Verified,Jun-17,Fully Paid,n,,debt_consolidation,Debt consolidation,956xx,CA,26.09,0.263
1739487,7500,7500, 36 months,11.99%,249.08,B,B5,"Director, SiteOps",RENT,149000,Not Verified,Oct-17,Current,n,,other,Other,300xx,GA,8.25,0.1199
1539800,10000,10000, 36 months,7.07%,309.1,A,A2,Pastor,OWN,56000,Not Verified,Sep-17,Current,n,,credit_card,Credit card refinancing,759xx,TX,11.06,0.0707
1176432,6000,6000, 36 months,11.49%,197.83,B,B5,web sales department,RENT,30000,Not Verified,Aug-16,Charged Off,n,,debt_consolidation,Debt consolidation,112xx,NY,19.68,0.1149
247248,20000,20000, 60 months,17.14%,498.56,D,D4,Supervisor,MORTGAGE,74000,Source Verified,Nov-14,Fully Paid,n,,debt_consolidation,Debt consolidation,782xx,TX,12.86,0.1714
836797,15000,15000, 60 months,12.69%,338.93,C,C2,Application Trainer,RENT,75000,Source Verified,Feb-15,Current,n,,debt_consolidation,Debt consolidation,900xx,CA,21.99,0.1269
594515,10000,10000, 36 months,8.18%,314.2,B,B1,Analyst,MORTGAGE,71080,Not Verified,Oct-15,Fully Paid,n,,debt_consolidation,Debt consolidation,017xx,MA,12.98,0.0818
771603,6450,6450, 36 months,14.65%,222.49,C,C5,Housekeeping specialist,MORTGAGE,94000,Not Verified,Apr-15,Fully Paid,n,,home_improvement,Home improvement,953xx,CA,26.01,0.1465
1511683,30000,30000, 60 months,18.99%,778.06,D,D3,Assistant,MORTGAGE,148000,Source Verified,Apr-17,Current,n,,credit_card,Credit card refinancing,060xx,CT,18.57,0.1899
1319792,9000,9000, 36 months,14.49%,309.75,C,C4,Cafeteria Manager,OWN,38000,Source Verified,Oct-16,Fully Paid,n,,debt_consolidation,Debt consolidation,273xx,NC,14.59,0.1449
2035204,19500,19225, 36 months,11.55%,643.5,B,B4,RN SUPERVISOR,MORTGAGE,120000,Not Verified,Sep-18,Current,n,,credit_card,Credit card refinancing,857xx,AZ,21.76,0.1155
453753,7000,7000, 36 months,16.24%,246.93,C,C5,,RENT,40000,Verified,Jan-14,Charged Off,n,,debt_consolidation,Debt consolidation,986xx,WA,15.9,0.1624
1105460,14775,14775, 60 months,17.27%,369.35,D,D2,President,RENT,100421,Source Verified,Apr-16,Current,n,,major_purchase,Major purchase,100xx,NY,10.58,0.1727
531075,8800,8800, 36 months,10.99%,288.06,B,B4,Sole Proprietor,OWN,54000,Source Verified,Nov-15,Fully Paid,n,,debt_consolidation,Debt consolidation,650xx,MO,29.16,0.1099
1453557,10000,10000, 36 months,10.91%,326.97,B,B4,SAND BLASS,RENT,54000,Verified,Jun-17,Fully Paid,n,,debt_consolidation,Debt consolidation,113xx,NY,3.51,0.1091
2087442,17000,17000, 36 months,10.47%,552.31,B,B2,Engineer,MORTGAGE,56000,Not Verified,Aug-18,Current,n,,debt_consolidation,Debt consolidation,840xx,UT,22.95,0.1047
564088,10000,10000, 36 months,13.33%,338.54,C,C3,Pharmacist ,MORTGAGE,130000,Verified,Oct-15,Charged Off,n,,home_improvement,Home improvement,960xx,CA,19.46,0.1333
1986168,28000,28000, 36 months,12.61%,938.18,C,C1,Sr. Project Leader,MORTGAGE,175000,Source Verified,Apr-18,Current,n,,debt_consolidation,Debt consolidation,275xx,NC,17.47,0.1261
508739,20000,20000, 36 months,6.89%,616.54,A,A3,Investment Associate,RENT,225000,Source Verified,Nov-15,Fully Paid,n,,credit_card,Credit card refinancing,112xx,NY,8.05,0.0689
1444892,24000,23750, 36 months,12.62%,804.27,C,C1,President,RENT,150000,Not Verified,Jun-17,Current,n,,small_business,Business,972xx,OR,15.39,0.1262
721505,13000,13000, 36 months,8.18%,408.46,B,B1,Sr EDP Acquisitions Specialist ,RENT,78400,Not Verified,Jun-15,Fully Paid,n,,debt_consolidation,Debt consolidation,958xx,CA,4.59,0.0818
65428,14000,14000, 36 months,10.99%,458.28,B,B2,Pastor,MORTGAGE,105000,Source Verified,Nov-13,Charged Off,n,,debt_consolidation,business plus,710xx,LA,17.73,0.1099
2017561,7875,7875, 36 months,10.08%,254.4,B,B1,Administrative Assistant,RENT,38000,Not Verified,Sep-18,Current,n,,debt_consolidation,Debt consolidation,950xx,CA,28.08,0.1008
171962,20000,20000, 36 months,7.90%,625.81,A,A4,WALGREENS,RENT,120640,Verified,Jan-13,Fully Paid,n,,credit_card,credit card refinance loan,857xx,AZ,24.92,0.079
1135945,8000,8000, 36 months,7.99%,250.66,A,A4,Computer Analyst,MORTGAGE,103000,Source Verified,Sep-16,Current,n,,debt_consolidation,Debt consolidation,323xx,FL,17.21,0.0799
189781,7750,7750, 36 months,13.11%,261.54,B,B4,CENTRAL VALLEY CONCRETE,MORTGAGE,30000,Not Verified,Oct-12,Fully Paid,n,"  Borrower added on 10/21/12 > REALLY SIMPLE, I WOULD LIKE TO CONSOLIDATE SEVERAL CREDIT ACCOUNTS TO LOWER MY MONTHLY PAYMENT<br>",debt_consolidation,Debt consolidation,953xx,CA,20.92,0.1311
605605,20000,20000, 60 months,10.99%,434.75,B,B4,Management,MORTGAGE,85000,Not Verified,Sep-15,Fully Paid,n,,debt_consolidation,Debt consolidation,488xx,MI,31,0.1099
1872882,24000,24000, 60 months,6.72%,472.07,A,A3,Vice President,MORTGAGE,130000,Not Verified,Jan-18,Fully Paid,n,,debt_consolidation,Debt consolidation,620xx,IL,23.72,0.0672
699234,21600,21575, 60 months,16.55%,531.61,D,D2,Sscurity Operations Officer,MORTGAGE,60000,Source Verified,Jul-15,Charged Off,n,,debt_consolidation,Debt consolidation,143xx,NY,37.14,0.1655
691607,9625,9625, 36 months,14.65%,332.01,C,C5,Para educator,RENT,24080,Source Verified,Jul-15,Charged Off,n,,debt_consolidation,Debt consolidation,802xx,CO,17.2,0.1465
1315579,22000,22000, 36 months,12.79%,739.05,C,C1,Facility management,RENT,79000,Not Verified,Oct-16,Late (31-120 days),n,,debt_consolidation,Debt consolidation,860xx,AZ,16.03,0.1279
607634,10000,10000, 36 months,7.89%,312.86,A,A5,Bankruptcy Specialist ,MORTGAGE,56500,Not Verified,Sep-15,Fully Paid,n,,credit_card,Credit card refinancing,750xx,TX,12.07,0.0789
583721,15000,15000, 36 months,18.25%,544.17,E,E1,Foreman,RENT,50000,Verified,Oct-15,Fully Paid,n,,debt_consolidation,Debt consolidation,906xx,CA,14,0.1825
953066,25000,25000, 36 months,7.39%,776.4,A,A4,Chief Inspector,OWN,135000,Source Verified,Feb-16,Current,n,,credit_card,Credit card refinancing,330xx,FL,18.39,0.0739
486928,28500,28500, 60 months,10.64%,614.56,B,B4,CEO,MORTGAGE,250000,Verified,Dec-15,Current,n,,credit_card,Credit card refinancing,805xx,CO,17.92,0.1064
1152123,5000,5000, 36 months,8.99%,158.98,B,B1,OSP Data Analyst,OWN,42640,Verified,Aug-16,Fully Paid,n,,credit_card,Credit card refinancing,276xx,NC,17.65,0.0899
452837,20000,20000, 36 months,7.90%,625.81,A,A4,Foreman,RENT,49000,Verified,Feb-14,Fully Paid,n,  Borrower added on 01/24/14 > To put all my credit card to one to make a single payment instead of 5<br>,credit_card,Credit card refinancing,601xx,IL,20.03,0.079
555867,16800,16800, 60 months,13.99%,390.82,C,C4,Corporate Counsel,MORTGAGE,92682,Verified,Oct-15,Fully Paid,n,,debt_consolidation,Debt consolidation,200xx,DC,9.44,0.1399
1415410,6000,6000, 36 months,7.49%,186.61,A,A4,Security Officer,RENT,36000,Verified,Jan-17,Fully Paid,n,,debt_consolidation,Debt consolidation,917xx,CA,8.08,0.0749
1383196,10600,10600, 36 months,12.74%,355.83,C,C1,construction ,RENT,37000,Source Verified,Feb-17,Current,n,,credit_card,Credit card refinancing,926xx,CA,32.27,0.1274
1740488,15000,15000, 60 months,17.09%,373.52,D,D1,Litigation Adjuster,MORTGAGE,74000,Not Verified,Oct-17,Current,n,,debt_consolidation,Debt consolidation,782xx,TX,23.3,0.1709
1796585,10000,10000, 36 months,7.96%,313.18,A,A5,Corporate Director of Rehab,MORTGAGE,145000,Not Verified,Mar-18,Current,n,,credit_card,Credit card refinancing,191xx,PA,16.27,0.0796
1080731,16000,16000, 36 months,15.31%,557.08,C,C5,Toolmaker/Quality,MORTGAGE,110000,Verified,May-16,Charged Off,n,,debt_consolidation,Debt consolidation,481xx,MI,34.19,0.1531
899714,15000,15000, 36 months,7.89%,469.29,A,A5,Area Recruiting Manager,MORTGAGE,50000,Source Verified,Mar-16,Fully Paid,n,,debt_consolidation,Debt consolidation,761xx,TX,14.18,0.0789
829232,17875,17875, 36 months,18.84%,653.79,E,E2,Senior Production Manager,RENT,65000,Source Verified,Mar-15,Fully Paid,n,,debt_consolidation,Debt consolidation,906xx,CA,26.25,0.1884
1159590,3300,3300, 36 months,19.99%,122.63,D,D4,Maintenance,RENT,44000,Source Verified,Aug-16,Fully Paid,n,,vacation,Vacation,946xx,CA,7.28,0.1999
222377,15000,15000, 36 months,13.11%,506.21,B,B4,International Hobbycraft,RENT,35000,Source Verified,Mar-12,Fully Paid,n,,credit_card,Chance13,600xx,IL,21.87,0.1311
1558452,18000,18000, 36 months,10.42%,584.37,B,B3,President,MORTGAGE,150000,Not Verified,Sep-17,Late (31-120 days),n,,credit_card,Credit card refinancing,331xx,FL,7.82,0.1042
2128667,7000,7000, 36 months,11.55%,231,B,B4,Nightly Custodian,RENT,45759.96,Not Verified,Jul-18,Current,n,,debt_consolidation,Debt consolidation,952xx,CA,23.34,0.1155
911115,24000,24000, 36 months,7.39%,745.34,A,A4,Chief plant operator,MORTGAGE,82000,Not Verified,Mar-16,Current,n,,debt_consolidation,Debt consolidation,333xx,FL,25.01,0.0739
176586,8000,8000, 36 months,15.31%,278.54,C,C2,National Oilwell Varco,RENT,55000,Source Verified,Dec-12,Fully Paid,n,  Borrower added on 12/27/12 > My loan is for debt consolidation and building credit history.<br>,debt_consolidation,Debt Consolidation,917xx,CA,22.63,0.1531
1486988,4000,4000, 36 months,10.49%,130,B,B2,Administrative Assistant,MORTGAGE,57750,Not Verified,May-17,Fully Paid,n,,car,Car financing,275xx,NC,2.35,0.1049
1464472,6400,6400, 36 months,9.44%,204.84,B,B1,Consumer Engineer,MORTGAGE,62000,Source Verified,May-17,Fully Paid,n,,credit_card,Credit card refinancing,799xx,TX,11.58,0.0944
766295,10000,10000, 36 months,12.69%,335.45,C,C2,Medical Audit Specialist,RENT,67075,Not Verified,Apr-15,Fully Paid,n,,credit_card,Credit card refinancing,731xx,OK,18.05,0.1269
1425150,18000,18000, 60 months,19.03%,467.23,D,D3,Rn,OWN,46000,Not Verified,Jun-17,Current,n,,debt_consolidation,Debt consolidation,667xx,KS,16.54,0.1903
982965,12000,12000, 36 months,6.49%,367.74,A,A2,Sr. Radiation Protection Specialist,RENT,80000,Source Verified,Feb-16,Current,n,,debt_consolidation,Debt consolidation,905xx,CA,12.23,0.0649
1391371,24750,24750, 60 months,24.74%,722.68,E,E3,Store Manager,MORTGAGE,55000,Verified,Jan-17,Charged Off,n,,debt_consolidation,Debt consolidation,871xx,NM,17.67,0.2474
1937094,35000,35000, 60 months,21.85%,963.68,D,D5,Bookkeeper,MORTGAGE,48540,Source Verified,May-18,Current,n,,credit_card,Credit card refinancing,334xx,FL,11.32,0.2185
1542478,16000,16000, 60 months,12.62%,360.95,C,C1,Motorcycle Technician,MORTGAGE,32000,Not Verified,Sep-17,Current,n,,credit_card,Credit card refinancing,327xx,FL,5.63,0.1262
1410441,15000,15000, 60 months,17.99%,380.82,D,D2,Production Manager ,MORTGAGE,163000,Not Verified,Jan-17,Fully Paid,n,,home_improvement,Home improvement,852xx,AZ,5.62,0.1799
184283,10625,10625, 36 months,8.90%,337.38,A,A5,Federal Way School District,RENT,31000,Not Verified,Dec-12,Fully Paid,n,,credit_card,Credit Card Refinence,980xx,WA,19.74,0.089
487474,10000,10000, 60 months,15.41%,240.06,D,D1,Line Maint.,MORTGAGE,48000,Source Verified,Dec-15,Fully Paid,n,,other,Other,448xx,OH,30.33,0.1541
1501013,29000,29000, 36 months,11.39%,954.79,B,B3,,MORTGAGE,75000,Verified,Apr-17,Fully Paid,n,,debt_consolidation,Debt consolidation,913xx,CA,23.25,0.1139
1059676,1500,1500, 36 months,10.75%,48.94,B,B4,Owner ,MORTGAGE,84000,Source Verified,May-16,Current,n,,small_business,Business,321xx,FL,9.54,0.1075
1952547,12000,12000, 36 months,7.96%,375.82,A,A5,Road Mechanic,RENT,90000,Source Verified,May-18,Current,n,,debt_consolidation,Debt consolidation,227xx,VA,3.57,0.0796
2043252,5000,5000, 36 months,15.02%,173.38,C,C3,,RENT,21600,Not Verified,Aug-18,Current,n,,debt_consolidation,Debt consolidation,920xx,CA,24.94,0.1502
169940,17175,17175, 60 months,15.80%,415.84,C,C3,Menards Inc,RENT,64000,Verified,Jan-13,Fully Paid,n,,credit_card,Amex payoff,606xx,IL,23.75,0.158
301292,35000,34900, 36 months,10.15%,1131.82,B,B2,Area Manager,MORTGAGE,119000,Source Verified,Oct-14,Fully Paid,n,,credit_card,Credit card refinancing,606xx,IL,8.33,0.1015
1119821,15725,15725, 60 months,14.49%,369.91,C,C4,Imaging Manager,MORTGAGE,93000,Verified,Sep-16,Fully Paid,n,,credit_card,Credit card refinancing,292xx,SC,23.17,0.1449
1390992,10000,10000, 36 months,11.44%,329.48,B,B4,Special Projects Coordinator ,RENT,61200,Verified,Jan-17,Charged Off,n,,debt_consolidation,Debt consolidation,786xx,TX,25.29,0.1144
263101,12000,12000, 36 months,12.99%,404.27,C,C1,,MORTGAGE,66000,Verified,Nov-14,Fully Paid,n,,home_improvement,Home improvement,296xx,SC,18.84,0.1299
1817992,28000,28000, 36 months,16.02%,984.68,C,C5,Director Of Sales,RENT,84000,Verified,Feb-18,Current,n,,debt_consolidation,Debt consolidation,800xx,CO,35.73,0.1602
524060,13800,13800, 60 months,9.17%,287.61,B,B2,employment Coordinator,MORTGAGE,30000,Source Verified,Nov-15,Fully Paid,n,,debt_consolidation,Debt consolidation,688xx,NE,4.12,0.0917
77652,24000,23950, 60 months,10.99%,521.7,B,B2,Commercial Appraiser,MORTGAGE,75000,Verified,Oct-13,Fully Paid,n,  Borrower added on 10/09/13 > I would like to consolidate our credit card payments.<br>,debt_consolidation,Debt Consolidation,982xx,WA,11.34,0.1099
1729019,14000,13750, 36 months,9.44%,448.07,B,B1,Senior Public Sector Account Manager ,RENT,105000,Source Verified,Nov-17,Fully Paid,n,,debt_consolidation,Debt consolidation,327xx,FL,6.86,0.0944
153834,7200,7200, 36 months,13.11%,242.98,B,B4,copperleaf golf club,MORTGAGE,67000,Not Verified,Apr-13,Fully Paid,n,"  Borrower added on 03/22/13 > pay some for new roof, and pay some on credit cards, I paid roofing company $4000.00 cost of roof going be around $8000.00 roofing company going to let me pay balance off monthly, about 2,500 will go to roofing company, Smart Roof, Cape Coral , Florida<br>",home_improvement,"home improvement , pay off some c.c.",339xx,FL,10.78,0.1311
1176039,10000,10000, 36 months,11.49%,329.72,B,B5,POLICE OFFICER,OWN,90000,Verified,Aug-16,Current,n,,other,Other,104xx,NY,16.07,0.1149
913936,11500,11500, 60 months,21.18%,312.28,E,E3,,MORTGAGE,30000,Not Verified,Mar-16,Fully Paid,n,,major_purchase,Major purchase,925xx,CA,11.64,0.2118
988865,18400,18400, 36 months,8.49%,580.76,B,B1,manager,RENT,76000,Source Verified,Jan-16,Current,n,,debt_consolidation,Debt consolidation,985xx,WA,22.86,0.0849
1970557,15000,15000, 60 months,21.85%,413.01,D,D5,,OWN,250000,Source Verified,Apr-18,Fully Paid,n,,debt_consolidation,Debt consolidation,024xx,MA,9.6,0.2185
907629,7800,7800, 36 months,7.39%,242.24,A,A4,Sr Ops Manager,MORTGAGE,61000,Not Verified,Mar-16,Fully Paid,n,,credit_card,Credit card refinancing,754xx,TX,17.58,0.0739
493624,1800,1800, 36 months,13.18%,60.81,C,C3,Hostler Driver,MORTGAGE,66000,Verified,Dec-15,Charged Off,n,,debt_consolidation,Debt consolidation,463xx,IN,14.16,0.1318
1012746,6000,6000, 36 months,6.49%,183.87,A,A2,Project Manager,MORTGAGE,85000,Verified,Jan-16,Fully Paid,n,,home_improvement,Home improvement,275xx,NC,1.99,0.0649
959994,7200,7200, 36 months,8.39%,226.92,B,B1,Manager,RENT,86146,Not Verified,Feb-16,Charged Off,n,,credit_card,Credit card refinancing,921xx,CA,12.13,0.0839
1329916,8500,8250, 36 months,11.49%,280.26,B,B5,Driver,MORTGAGE,75000,Source Verified,Mar-17,Charged Off,n,,debt_consolidation,Debt consolidation,463xx,IN,6.49,0.1149
374828,5800,5800, 36 months,10.99%,189.86,B,B3,School counselor ,RENT,41333,Source Verified,Jun-14,Charged Off,n,,credit_card,Credit card refinancing,104xx,NY,25,0.1099
1416160,8000,8000, 36 months,11.49%,263.78,B,B5,RN,RENT,87000,Verified,Jan-17,Current,n,,debt_consolidation,Debt consolidation,117xx,NY,13.39,0.1149
847102,24000,24000, 60 months,8.19%,488.82,A,A5,VP Sr Operations Manager,MORTGAGE,130000,Source Verified,Feb-15,Current,n,,debt_consolidation,Debt consolidation,601xx,IL,13.02,0.0819
1673492,9375,9375, 36 months,20.00%,348.41,D,D4,Assistant Supervisor,RENT,50000,Not Verified,Dec-17,Charged Off,n,,debt_consolidation,Debt consolidation,116xx,NY,7.9,0.2
2049052,20000,20000, 36 months,8.46%,630.99,A,A5,Engineer ,OWN,70000,Not Verified,Aug-18,Current,n,,debt_consolidation,Debt consolidation,890xx,NV,25.25,0.0846
1565344,1000,1000, 36 months,18.06%,36.19,D,D2,mailroom clerk,RENT,32000,Not Verified,Aug-17,Current,n,,other,Other,077xx,NJ,27.19,0.1806
1387981,19200,19200, 36 months,23.99%,753.17,E,E2,Patient Services Specialist ,MORTGAGE,40000,Verified,Jan-17,Charged Off,n,,home_improvement,Home improvement,606xx,IL,15.9,0.2399
1926799,35000,35000, 60 months,10.07%,744.86,B,B2,Specialist,RENT,102000,Verified,May-18,Current,n,,debt_consolidation,Debt consolidation,223xx,VA,27.3,0.1007
764085,11750,11750, 60 months,22.99%,331.18,F,F1,Supervisor ,RENT,55000,Verified,Apr-15,Fully Paid,n,,debt_consolidation,Debt consolidation,284xx,NC,6.68,0.2299
1128420,6000,6000, 36 months,14.49%,206.5,C,C4,nurse,MORTGAGE,61000,Source Verified,Sep-16,Current,n,,other,Other,906xx,CA,12.79,0.1449
1290647,30000,30000, 60 months,15.99%,729.39,C,C5,Assistant Director of Facilities Managem,RENT,104000,Verified,Oct-16,Current,n,,debt_consolidation,Debt consolidation,802xx,CO,14.13,0.1599
1531206,11200,11200, 60 months,21.45%,305.84,D,D5,Maintenance Associate,MORTGAGE,35000,Source Verified,Sep-17,Current,n,,debt_consolidation,Debt consolidation,461xx,IN,31.1,0.2145
1386152,10000,10000, 36 months,14.99%,346.61,C,C4,,RENT,80000,Source Verified,Feb-17,Current,n,,major_purchase,Major purchase,906xx,CA,12.91,0.1499
367914,22000,22000, 60 months,17.57%,553.53,D,D4,teacher,MORTGAGE,60000,Source Verified,Jun-14,Fully Paid,n,,house,Home buying,296xx,SC,13.44,0.1757
1820026,4800,4800, 36 months,13.59%,163.1,C,C2,,MORTGAGE,60000,Source Verified,Feb-18,Current,n,,credit_card,Credit card refinancing,336xx,FL,1.1,0.1359
111596,20000,20000, 60 months,16.78%,494.69,C,C5,Sikorsky Aircraft,MORTGAGE,81000,Verified,Aug-13,Fully Paid,n,,debt_consolidation,MyLoan,360xx,AL,24.68,0.1678
1971986,1000,1000, 36 months,10.41%,32.47,B,B3,Front Desk,RENT,30000,Not Verified,Apr-18,Fully Paid,n,,credit_card,Credit card refinancing,129xx,NY,2.36,0.1041
1669391,32000,32000, 60 months,14.08%,745.92,C,C3,Teacher,MORTGAGE,115400,Verified,Dec-17,Current,n,,car,Car financing,935xx,CA,10.31,0.1408
967907,25000,25000, 36 months,6.49%,766.12,A,A2,Planning Manager,MORTGAGE,159000,Verified,Feb-16,Fully Paid,n,,debt_consolidation,Debt consolidation,951xx,CA,12.8,0.0649
772816,14000,14000, 60 months,18.25%,357.42,E,E1,Web project manager,MORTGAGE,90000,Not Verified,Apr-15,Current,n,,home_improvement,Home improvement,021xx,MA,12.79,0.1825
969963,22000,22000, 36 months,11.99%,730.61,C,C1,OWNER/DRIVER,MORTGAGE,75000,Source Verified,Feb-16,Current,n,,other,Other,734xx,OK,16.04,0.1199
1830413,7000,7000, 36 months,9.93%,225.65,B,B2,Registered Nurse ,MORTGAGE,60000,Source Verified,Feb-18,Fully Paid,n,,credit_card,Credit card refinancing,780xx,TX,7.12,0.0993
1949746,10000,10000, 60 months,19.42%,261.73,D,D3,HHA,RENT,36000,Source Verified,May-18,Fully Paid,n,,other,Other,114xx,NY,5.97,0.1942
1558561,1800,1800, 36 months,12.62%,60.33,C,C1,Claims Adjuster,RENT,84500,Not Verified,Sep-17,Fully Paid,n,,vacation,Vacation,956xx,CA,12.3,0.1262
1338011,12000,12000, 60 months,13.49%,276.06,C,C2,Inventory Control ,MORTGAGE,33862,Verified,Mar-17,Charged Off,n,,credit_card,Credit card refinancing,853xx,AZ,44.56,0.1349
1351843,25000,25000, 60 months,15.99%,607.82,C,C5,Regulatory Compliance Specialist,RENT,75000,Source Verified,Mar-17,Current,n,,debt_consolidation,Debt consolidation,926xx,CA,13.97,0.1599
2112626,14425,14425, 36 months,10.47%,468.65,B,B2,Consultant,MORTGAGE,535000,Verified,Jul-18,Current,n,,credit_card,Credit card refinancing,750xx,TX,9.46,0.1047
1032664,6000,6000, 36 months,9.75%,192.9,B,B3,Health Unit Coordinator,RENT,32000,Source Verified,Jun-16,Current,n,,debt_consolidation,Debt consolidation,532xx,WI,7.84,0.0975
1520532,10000,10000, 36 months,11.49%,329.72,B,B5,,RENT,6600,Verified,Apr-17,Fully Paid,n,,debt_consolidation,Debt consolidation,871xx,NM,159.45,0.1149
542898,35000,35000, 36 months,12.05%,1163.34,C,C1,Doctor,MORTGAGE,220000,Source Verified,Nov-15,Fully Paid,n,,home_improvement,Home improvement,981xx,WA,14.62,0.1205
692409,8650,8650, 36 months,12.69%,290.17,C,C2,Wireman,MORTGAGE,83000,Not Verified,Jul-15,Fully Paid,n,,debt_consolidation,Debt consolidation,988xx,WA,12.98,0.1269
838909,16100,16100, 60 months,18.84%,416.23,E,E2,Sr. Business Analyst,MORTGAGE,86000,Source Verified,Feb-15,Fully Paid,n,,debt_consolidation,Debt consolidation,760xx,TX,18.41,0.1884
766873,12000,12000, 36 months,8.18%,377.04,B,B1,DRIVER,MORTGAGE,47000,Not Verified,Apr-15,Fully Paid,n,,credit_card,Credit card refinancing,606xx,IL,25.08,0.0818
1522833,10000,10000, 36 months,10.49%,324.98,B,B2,City Carrier Assistant,RENT,50000,Not Verified,Apr-17,Current,n,,debt_consolidation,Debt consolidation,104xx,NY,27.05,0.1049
1389409,35000,35000, 60 months,30.74%,1148.33,F,F5,,RENT,80000,Verified,Feb-17,Fully Paid,n,,debt_consolidation,Debt consolidation,322xx,FL,24.99,0.3074
1742720,6025,6025, 36 months,10.42%,195.61,B,B3,Corrections officer,MORTGAGE,80000,Not Verified,Oct-17,Fully Paid,n,,debt_consolidation,Debt consolidation,014xx,MA,8.39,0.1042
2044773,8000,8000, 36 months,7.21%,247.79,A,A3,Traffic control ,RENT,52000,Not Verified,Aug-18,Current,n,,debt_consolidation,Debt consolidation,334xx,FL,6.95,0.0721
1746084,5000,5000, 36 months,16.02%,175.84,C,C5,RSR,MORTGAGE,50000,Source Verified,Oct-17,Fully Paid,n,,home_improvement,Home improvement,545xx,WI,8.11,0.1602
1614909,14000,14000, 60 months,9.44%,293.62,B,B1,Engineering lead,RENT,78000,Source Verified,Jul-17,Charged Off,n,,debt_consolidation,Debt consolidation,672xx,KS,8.98,0.0944
428154,32000,31950, 60 months,15.61%,771.57,C,C5,Border Patrol Agent,MORTGAGE,85000,Source Verified,Mar-14,Charged Off,n,  Borrower added on 03/11/14 > My loan will be used to consolidate debt.<br>,debt_consolidation,Debt consolidation,785xx,TX,19.33,0.1561
1119932,4150,4150, 36 months,10.49%,134.87,B,B3,Operator,MORTGAGE,24000,Not Verified,Sep-16,Current,n,,debt_consolidation,Debt consolidation,622xx,IL,22.65,0.1049
768151,15000,15000, 36 months,6.39%,458.99,A,A2,Quality Assurance specialist,MORTGAGE,42000,Not Verified,Apr-15,Charged Off,n,,credit_card,Credit card refinancing,461xx,IN,11.03,0.0639
