,X,loan_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,desc,purpose,title,zip_code,addr_state,dti,rate
2716,1063860,20000.0,20000.0,1,7.89%,404.48,0,4,Physical therapist assistant ,1,58000.0,Verified,May-16,Fully Paid,n,,2,Debt consolidation,325xx,9,12.7,0.0789
2717,131131,9750.0,9750.0,0,13.11%,329.04,1,8,A & D Insurance Agency,3,28000.0,Not Verified,Jun-13,Fully Paid,n,  Borrower added on 05/30/13 > I have several credit cards that I'm only able to pay the minimum om and wpuld prefer to just to apy them off and a couple of other loans.<br>,2,Debt payoff loan,144xx,33,29.57,0.1311
2718,812963,14400.0,14400.0,0,7.89%,450.52,0,4,Receptionist,3,66550.0,Source Verified,Mar-15,Fully Paid,n,,2,Debt consolidation,906xx,4,24.94,0.0789
2719,1781422,14500.0,14500.0,1,16.01%,352.69,2,14,Recruiting ,3,60000.0,Not Verified,Mar-18,Current,n,,2,Debt consolidation,908xx,4,16.48,0.1601
2720,1192350,10000.0,10000.0,0,11.49%,329.72,1,9,Journeymen electrician ,3,70000.0,Source Verified,Jul-16,Fully Paid,n,,2,Debt consolidation,841xx,43,18.45,0.1149
2721,829222,17500.0,17500.0,0,13.33%,592.43,2,12,executive assistant,3,40000.0,Source Verified,Feb-15,Fully Paid,n,,2,Debt consolidation,350xx,1,31.53,0.1333
2722,1797831,4000.0,4000.0,0,14.07%,136.85,2,12,OWNER,1,21207.0,Not Verified,Mar-18,Current,n,,7,Medical expenses,857xx,3,20.71,0.1407
2723,1354005,3250.0,3250.0,0,11.49%,107.16,1,9,Teacher,2,75000.0,Source Verified,Mar-17,Charged Off,n,,4,Home improvement,328xx,9,13.9,0.1149
2724,1298534,8000.0,8000.0,0,12.74%,268.56,2,10,AGENT,1,100000.0,Source Verified,Oct-16,Current,n,,4,Home improvement,291xx,39,31.87,0.1274
2725,129502,8000.0,8000.0,0,17.77%,288.3,3,15,Jones Lang La Salle,3,89000.0,Not Verified,Jun-13,Fully Paid,n,  Borrower added on 06/03/13 > Looking to pay off credit card debt.<br>,2,Paying off Debt,606xx,13,5.89,0.1777
2726,554956,30000.0,30000.0,1,19.99%,794.65,4,23,Regional Market Manager,1,145000.0,Verified,Oct-15,Fully Paid,n,,2,Debt consolidation,371xx,41,32.97,0.1999
2727,240473,16300.0,16300.0,1,16.49%,400.65,3,17,clerk,1,57000.0,Verified,Dec-14,Fully Paid,n,,1,Credit card refinancing,140xx,33,34.52,0.1649
2728,470095,24000.0,24000.0,1,9.80%,507.58,1,7,Safety Director,3,84000.0,Not Verified,Dec-15,Charged Off,n,,2,Debt consolidation,703xx,17,20.51,0.098
2729,1479053,5600.0,5600.0,0,12.62%,187.67,2,10,owner,3,60000.0,Source Verified,May-17,Current,n,,2,Debt consolidation,551xx,22,10.23,0.1262
2730,576440,6000.0,6000.0,0,20.99%,226.02,4,24,,2,20000.0,Verified,Oct-15,Fully Paid,n,,11,Business,800xx,5,34.02,0.2099
2731,1569241,12800.0,12800.0,1,10.42%,274.62,1,7,Registered Nurse,1,70000.0,Not Verified,Aug-17,Late (31-120 days),n,,2,Debt consolidation,109xx,33,19.32,0.1042
2732,1384711,23000.0,23000.0,1,12.74%,520.27,2,10,Data entry,3,50000.0,Source Verified,Feb-17,Current,n,,2,Debt consolidation,112xx,33,3.12,0.1274
2733,765230,12800.0,12800.0,0,6.92%,394.76,0,3,Project Manager,1,85000.0,Not Verified,May-15,Fully Paid,n,,1,Credit card refinancing,410xx,16,9.78,0.0692
2734,837123,13000.0,12975.0,0,10.99%,425.55,1,8,field service specialist,3,60000.0,Source Verified,Feb-15,Fully Paid,n,,1,Credit card refinancing,770xx,42,17.47,0.1099
2735,1269941,10000.0,10000.0,0,12.74%,335.69,2,10,Nursing Attendant,3,30000.0,Source Verified,Nov-16,Fully Paid,n,,2,Debt consolidation,117xx,33,12.68,0.1274
2736,1958010,40000.0,40000.0,0,6.71%,1229.79,0,2,Global HR Director,2,138960.0,Source Verified,May-18,Current,n,,5,Home buying,921xx,4,12.7,0.0671
2737,1569055,20000.0,20000.0,0,24.85%,793.62,4,22,Registered Nurse,1,100000.0,Source Verified,Aug-17,Fully Paid,n,,2,Debt consolidation,606xx,13,16.55,0.2485
2738,701708,5000.0,4900.0,0,7.89%,156.43,0,4,ACCESS CTR,1,18000.0,Source Verified,Jul-15,Fully Paid,n,,2,Debt consolidation,437xx,34,12.13,0.0789
2739,2101530,10000.0,10000.0,0,17.97%,361.38,3,15,Eligibility Worker,2,75000.0,Not Verified,Jul-18,Fully Paid,n,,1,Credit card refinancing,939xx,4,8.26,0.1797
2740,1185756,30000.0,30000.0,1,13.49%,690.15,2,11,Warehouse Manager,3,60000.0,Source Verified,Jul-16,Fully Paid,n,,1,Credit card refinancing,934xx,4,7.94,0.1349
2741,338130,9000.0,9000.0,0,10.99%,294.61,1,7,Teacher,3,46000.0,Not Verified,Jul-14,Fully Paid,n,,2,Debt consolidation,482xx,21,13.78,0.1099
2742,935643,24000.0,24000.0,0,6.97%,740.73,0,2,PSYCHOLOGIST,1,80000.0,Source Verified,Mar-16,Current,n,,2,Debt consolidation,078xx,30,25.2,0.0697
2743,70179,22000.0,22000.0,0,7.90%,688.39,0,3,senior software engineer,1,110000.0,Source Verified,Nov-13,Fully Paid,n,,1,FirstLoan,301xx,10,4.88,0.079
2744,418414,14000.0,14000.0,0,12.99%,471.65,1,9,Firefighter,1,101000.0,Verified,Apr-14,Charged Off,n,,2,Debt consolidation,105xx,33,0.0,0.1299
2745,675098,8000.0,8000.0,0,9.99%,258.1,1,7,Classroom Teacher,3,60000.0,Not Verified,Jul-15,Fully Paid,n,,2,Debt consolidation,021xx,18,27.46,0.0999
2746,2073535,18000.0,18000.0,1,22.35%,500.73,3,19,Relationship Manager ,1,125000.0,Not Verified,Aug-18,Current,n,,2,Debt consolidation,065xx,6,10.83,0.2235
2747,441253,15000.0,15000.0,0,9.67%,481.69,1,5,iRA,1,100000.0,Verified,Mar-14,Fully Paid,n,,1,Credit card refinancing,532xx,47,23.29,0.0967
2748,2018434,10000.0,10000.0,0,11.55%,330.0,1,8,Waiter,2,45000.0,Not Verified,Sep-18,Current,n,,2,Debt consolidation,070xx,30,12.69,0.1155
2749,868391,11500.0,11500.0,0,14.31%,394.78,2,13,Assistant Manager of Retail  ,1,26400.0,Source Verified,Jan-15,Fully Paid,n,,2,Debt consolidation,983xx,46,24.48,0.1431
2750,865205,21000.0,21000.0,1,19.99%,556.26,4,22,Director of Golf,3,110000.0,Source Verified,Jan-15,Charged Off,n,,2,Debt consolidation,189xx,37,27.96,0.1999
2751,1659857,17000.0,17000.0,1,9.93%,360.62,1,6,Pharmacy Tech,1,150000.0,Source Verified,Dec-17,Current,n,,1,Credit card refinancing,945xx,4,9.85,0.0993
2752,1717935,13000.0,13000.0,0,7.97%,407.2,0,4,Mechanic,1,71060.0,Verified,Nov-17,Current,n,,1,Credit card refinancing,033xx,29,22.14,0.0797
2753,255915,8000.0,8000.0,0,11.44%,263.58,1,8,Teacher,2,50000.0,Source Verified,Nov-14,Fully Paid,n,,1,Credit card refinancing,880xx,31,14.59,0.1144
2754,885458,17000.0,17000.0,0,12.39%,567.82,2,10,Captain,3,86000.0,Not Verified,Jan-15,Charged Off,n,,1,Credit card refinancing,271xx,26,18.21,0.1239
2755,637154,20000.0,20000.0,1,13.33%,458.45,2,12,Associate Attorney,3,120000.0,Source Verified,Aug-15,Current,n,,2,Debt consolidation,070xx,30,11.55,0.1333
2756,1786541,15000.0,15000.0,0,6.07%,456.81,0,1,Sales Manager,1,85000.0,Verified,Mar-18,Fully Paid,n,,9,Other,352xx,1,6.69,0.0607
2757,2014267,12000.0,12000.0,0,12.73%,402.77,1,9,Driver,3,75000.0,Source Verified,Sep-18,Current,n,,2,Debt consolidation,906xx,4,5.92,0.1273
2758,217965,8000.0,8000.0,0,17.99%,289.18,3,16,fox news entertainment,3,130000.0,Source Verified,May-12,Fully Paid,n,,2,Debt Consolidation,900xx,4,19.15,0.1799
2759,448224,2400.0,2400.0,0,15.61%,83.92,2,13,manufacturing tech II,1,40000.0,Source Verified,Feb-14,Fully Paid,n,  Borrower added on 02/04/14 > for a new set of tires and vacation<br>,2,Debt consolidation,282xx,26,33.81,0.1561
2760,962550,35000.0,34950.0,1,15.31%,838.36,2,14,Regional Sales Manager,1,105000.0,Source Verified,Feb-16,Current,n,,2,Debt consolidation,231xx,44,26.31,0.1531
2761,2047294,8000.0,8000.0,0,14.47%,275.26,2,11,Special Education Para-Professional,3,55000.0,Source Verified,Aug-18,Current,n,,2,Debt consolidation,953xx,4,22.28,0.1447
2762,245842,7200.0,7200.0,0,14.31%,247.17,2,13,,3,14400.0,Verified,Dec-14,Charged Off,n,,2,Debt consolidation,920xx,4,12.92,0.1431
2763,1040103,20000.0,20000.0,0,6.97%,617.27,0,2,Area Supervisor ,3,52000.0,Not Verified,Jun-16,Current,n,,1,,068xx,6,18.22,0.0697
2764,1572134,20000.0,20000.0,0,9.44%,640.1,1,5,,1,40000.0,Verified,Aug-17,Current,n,,2,Debt consolidation,136xx,37,52.72,0.0944
2765,101952,11750.0,11700.0,0,13.68%,399.77,2,10,North Shore Climate Control,1,75000.0,Not Verified,Aug-13,Fully Paid,n,,1,credit card gone,117xx,33,6.72,0.1368
2766,340708,10000.0,10000.0,1,19.52%,262.28,4,21,TSO Coordinator,1,44000.0,Verified,Jul-14,Fully Paid,n,,2,Debt consolidation,180xx,37,21.11,0.1952
2767,1315103,30000.0,30000.0,1,10.99%,652.13,1,8,owner/marketing advisor,1,150000.0,Verified,Oct-16,Current,n,,2,Debt consolidation,561xx,22,15.2,0.1099
2768,929141,3000.0,3000.0,0,9.16%,95.63,1,6,Program Director,1,73000.0,Not Verified,Mar-16,Current,n,,2,Debt consolidation,770xx,42,25.38,0.0916
2769,339679,22525.0,22525.0,0,11.67%,744.61,1,8,Admitting Rep,1,60000.0,Source Verified,Jul-14,Fully Paid,n,,1,Credit card refinancing,945xx,4,13.36,0.1167
2770,750999,7000.0,7000.0,0,12.69%,234.82,2,11,,3,50276.0,Verified,May-15,Charged Off,n,,2,Debt consolidation,931xx,4,34.86,0.1269
2771,1605749,35000.0,35000.0,0,7.35%,1086.31,0,3,Facility Manager,2,110000.0,Not Verified,Aug-17,Current,n,,1,Credit card refinancing,211xx,19,22.43,0.0735
2772,1986830,5000.0,5000.0,0,7.34%,155.17,0,3,Traffic Engineering Technician,1,71000.0,Not Verified,Apr-18,Current,n,,6,Major purchase,660xx,15,1.3,0.0734
2773,103739,35000.0,35000.0,1,22.70%,980.65,4,24,Universal American,3,100000.0,Verified,Aug-13,Fully Paid,n,,9,Wedding Loan,770xx,42,1.92,0.22699999999999998
2774,2109609,12000.0,12000.0,0,11.06%,393.21,1,7,Manager/driver,3,72440.0,Source Verified,Jul-18,Current,n,,2,Debt consolidation,168xx,37,16.22,0.1106
2775,1613764,10000.0,10000.0,0,7.97%,313.23,0,4,Inventory control,1,40000.0,Not Verified,Jul-17,Current,n,,1,Credit card refinancing,544xx,47,25.41,0.0797
2776,1398162,10875.0,10875.0,0,11.49%,358.57,1,9,Technical Writer,3,52000.0,Verified,Jan-17,Current,n,,2,Debt consolidation,370xx,41,13.82,0.1149
2777,1245512,6400.0,6400.0,0,11.49%,211.02,1,9,Service Advisor ,3,48000.0,Source Verified,Dec-16,Current,n,,2,Debt consolidation,295xx,39,11.78,0.1149
2778,984983,16000.0,16000.0,0,9.16%,509.99,1,6,Forman,3,65000.0,Not Verified,Feb-16,Current,n,,2,Debt consolidation,934xx,4,23.63,0.0916
2779,1976395,20000.0,20000.0,1,9.43%,419.36,1,5,,1,72000.0,Not Verified,Apr-18,Fully Paid,n,,9,Other,958xx,4,14.69,0.0943
2780,456152,20000.0,20000.0,0,6.03%,608.72,0,0,Sales Trader,3,110000.0,Verified,Jan-14,Fully Paid,n,,1,Debt consolidation,021xx,18,10.9,0.0603
2781,1787065,7000.0,7000.0,0,6.71%,215.22,0,2,,1,0.0,Not Verified,Mar-18,Current,n,,7,Medical expenses,977xx,36,,0.0671
2782,1591132,24000.0,24000.0,0,11.99%,797.03,1,9,Field Engineer,1,55000.0,Source Verified,Aug-17,Fully Paid,n,,1,Credit card refinancing,530xx,47,7.75,0.1199
2783,858889,35000.0,35000.0,0,12.99%,1179.12,2,11,President/Manager,1,105097.0,Verified,Jan-15,Fully Paid,n,,2,Debt consolidation,239xx,44,35.55,0.1299
2784,1696654,30000.0,30000.0,1,9.93%,636.38,1,6,4N6 Engineer,1,70000.0,Source Verified,Nov-17,Current,n,,4,Home improvement,550xx,22,9.5,0.0993
2785,947731,3000.0,3000.0,0,7.89%,93.86,0,4,Tester,1,52000.0,Not Verified,Feb-16,Fully Paid,n,,6,Major purchase,729xx,2,24.53,0.0789
2786,224905,4800.0,4800.0,0,12.12%,159.71,1,7,EDMC,3,40000.0,Source Verified,Mar-12,Fully Paid,n,  Borrower added on 02/26/12 > The loan is for an engagement ring. I have very good credit and pay my bills on time regularly. The monthly payment that I will be adding to my budget is very affordable and I will have no problems making payments.<br>,13,Engagemnet Ring,150xx,37,12.63,0.1212
2787,241579,12000.0,12000.0,0,11.99%,398.52,1,9,Physician,1,135000.0,Not Verified,Nov-14,Fully Paid,n,,4,Home improvement,483xx,21,7.48,0.1199
2788,2048759,20000.0,20000.0,0,6.67%,614.53,0,1,Chair and Professor,1,118000.0,Not Verified,Aug-18,Current,n,,2,Debt consolidation,934xx,4,27.1,0.0667
2789,1350974,35000.0,35000.0,1,15.99%,850.95,2,14,Computer Programmer,1,120000.0,Verified,Mar-17,Charged Off,n,,2,Debt consolidation,191xx,37,22.82,0.1599
2790,457628,15000.0,15000.0,1,16.24%,366.69,2,14,General Manager,3,48000.0,Verified,Jan-14,Fully Paid,n,  Borrower added on 01/15/14 > I would like to pay off a good majority of my existing debt with this money because it will provide me with one monthly payment at a lower interest rate.  I have an outstanding history making my payments on time.  I have worked for my current employer for 3 years and my job is very stable.<br>,2,Debt consolidation,631xx,23,23.75,0.1624
2791,2019043,15000.0,15000.0,0,14.47%,516.1,2,11,Sr. Consultant,1,115000.0,Not Verified,Sep-18,Current,n,,2,Debt consolidation,958xx,4,10.84,0.1447
2792,177052,18825.0,18825.0,0,7.90%,589.04,0,3,Active Network,1,117000.0,Not Verified,Jan-13,Fully Paid,n,"  Borrower added on 12/24/12 > I have several credit cards I would like to close.<br><br>  Borrower added on 12/24/12 > I have paid every debt I've owed on time or ahead of schedule, thanks for helping make my finances easier and more affordable to manage.<br>",2,Debt Consolidation,920xx,4,5.63,0.079
2793,1790872,16500.0,16500.0,0,5.31%,496.82,0,0,Network Architect,1,105000.0,Not Verified,Mar-18,Current,n,,4,Home improvement,680xx,28,17.33,0.0531
2794,821222,25000.0,24975.0,1,17.57%,629.01,3,18,Manufacturing Team Leader,3,92489.0,Verified,Mar-15,Charged Off,n,,2,Debt consolidation,015xx,18,28.61,0.1757
2795,604741,28000.0,28000.0,0,10.99%,916.56,1,8,Pharmacist,1,117000.0,Source Verified,Sep-15,Fully Paid,n,,1,Credit card refinancing,531xx,47,37.56,0.1099
2796,804738,14700.0,14700.0,0,14.65%,507.07,2,14,Dental Assistant,3,35000.0,Not Verified,Mar-15,Fully Paid,n,,2,Debt consolidation,116xx,33,16.84,0.1465
2797,979119,24000.0,24000.0,0,9.16%,764.99,1,6,Teacher,1,75000.0,Source Verified,Feb-16,Fully Paid,n,,1,Credit card refinancing,906xx,4,14.21,0.0916
2798,895816,8000.0,8000.0,0,10.75%,260.97,1,8,Estimator,1,82025.0,Not Verified,Mar-16,Fully Paid,n,,4,Home improvement,952xx,4,17.02,0.1075
2799,1512916,30000.0,30000.0,1,14.99%,713.55,2,13,Retail Analyst ,1,57625.0,Source Verified,Apr-17,Current,n,,4,Home improvement,554xx,22,6.75,0.1499
2800,638285,8000.0,8000.0,0,10.99%,261.88,1,8,Sr. Relationship Banker,1,65000.0,Source Verified,Aug-15,Charged Off,n,,2,Debt consolidation,934xx,4,19.75,0.1099
2801,1662933,10000.0,9975.0,0,11.99%,332.1,1,9,Foreman,1,105000.0,Source Verified,Dec-17,Late (31-120 days),n,,2,Debt consolidation,895xx,32,29.35,0.1199
2802,77127,8150.0,8150.0,0,11.99%,270.66,1,7,Warehouse Manager,1,80000.0,Source Verified,Oct-13,Fully Paid,n,  Borrower added on 10/11/13 > Payoff three Credit Cards into one payment and purchase a new secure entry door for my home<br>,1,Light at the end of the Tunnel,463xx,14,5.63,0.1199
2803,578588,5000.0,5000.0,0,9.99%,161.32,1,7,,3,48200.0,Verified,Oct-15,Fully Paid,n,,1,Credit card refinancing,330xx,9,31.87,0.0999
2804,961203,11700.0,11700.0,0,12.99%,394.17,2,11,Solution Consultant,1,117250.0,Source Verified,Feb-16,Charged Off,n,,2,Debt consolidation,140xx,33,5.28,0.1299
2805,1616767,35000.0,35000.0,1,26.30%,1054.15,4,24,Corporate chef,3,165000.0,Verified,Jul-17,Current,n,,2,Debt consolidation,911xx,4,17.29,0.263
2806,115126,20000.0,20000.0,1,14.33%,468.8,2,11,UNITED STATES POSTAL SERVICE,1,56000.0,Verified,Jul-13,Fully Paid,n,  Borrower added on 07/09/13 > Pay off all credit cards and car loan<br>,2,pay off,082xx,30,12.54,0.1433
2807,403706,13375.0,13275.0,0,9.67%,429.51,1,5,Payroll,2,32000.0,Source Verified,May-14,Fully Paid,n,,2,Debt consolidation,783xx,42,19.48,0.0967
2808,197630,25050.0,25050.0,0,15.31%,872.18,2,11,City Of Los Angeles,1,94000.0,Verified,Sep-12,Fully Paid,n,,2,debt consolidation,917xx,4,21.92,0.1531
2809,556117,25000.0,25000.0,1,11.53%,550.2,1,9,Charge Nurse,3,65000.0,Verified,Oct-15,Fully Paid,n,,4,Home improvement,945xx,4,25.65,0.1153
2810,1806707,16000.0,16000.0,1,17.47%,401.7,3,15,Graphic Designer,3,44000.0,Not Verified,Feb-18,Late (31-120 days),n,,2,Debt consolidation,347xx,9,30.28,0.1747
2811,1256404,5000.0,5000.0,0,8.24%,157.24,1,5,Employment Specialist,3,20970.0,Source Verified,Dec-16,Fully Paid,n,,1,Credit card refinancing,864xx,3,16.49,0.0824
2812,929329,10000.0,10000.0,0,5.32%,301.15,0,0,mechanic,1,78000.0,Source Verified,Mar-16,Fully Paid,n,,2,Debt consolidation,117xx,33,5.78,0.0532
2813,1564089,6100.0,6100.0,0,10.42%,198.04,1,7,Teacher,3,81475.0,Source Verified,Aug-17,Fully Paid,n,,1,Credit card refinancing,432xx,34,16.98,0.1042
2814,821497,35000.0,35000.0,0,13.99%,1196.05,2,13,IT Sr. Manager,3,138000.0,Verified,Mar-15,Fully Paid,n,,2,Debt consolidation,331xx,9,21.69,0.1399
2815,1819858,5000.0,5000.0,0,10.42%,162.33,1,7,Delivery field manager ,3,59000.0,Not Verified,Feb-18,Fully Paid,n,,1,Credit card refinancing,980xx,46,11.39,0.1042
2816,2007285,17000.0,17000.0,1,16.91%,421.68,2,14,Pellets operator,1,60000.0,Source Verified,Sep-18,Fully Paid,n,,1,Credit card refinancing,148xx,33,26.88,0.1691
2817,1136224,16000.0,16000.0,1,15.59%,385.62,2,14,Registered Nurse,1,52800.0,Source Verified,Sep-16,Current,n,,2,Debt consolidation,775xx,42,11.15,0.1559
2818,1486958,2000.0,2000.0,0,8.24%,62.9,1,5,,3,29000.0,Verified,May-17,Current,n,,1,Credit card refinancing,674xx,15,17.14,0.0824
2819,1910502,40000.0,40000.0,1,13.06%,911.36,2,10,Computer repair technician,3,75000.0,Not Verified,Jun-18,Current,n,,2,Debt consolidation,117xx,33,19.9,0.1306
2820,1633614,2000.0,2000.0,0,23.88%,78.34,4,21,Bus driver,3,50000.0,Verified,Jul-17,Fully Paid,n,,9,Other,984xx,46,9.1,0.2388
2821,532317,21000.0,21000.0,1,7.89%,424.7,0,4,Aviation Safety Inspector,1,98815.0,Not Verified,Nov-15,Fully Paid,n,,2,Debt consolidation,952xx,4,23.29,0.0789
2822,166102,35000.0,35000.0,0,11.14%,1148.18,1,6,Western Connecticut State University,1,140000.0,Source Verified,Feb-13,Fully Paid,n,,2,Debt consolidation,068xx,6,22.77,0.1114
2823,451358,29975.0,29925.0,1,13.98%,697.16,2,10,Accounting Clerk,1,60000.0,Verified,Jan-14,Fully Paid,n,,1,Credit card refinancing,451xx,34,25.8,0.1398
2824,1573724,10000.0,10000.0,0,7.07%,309.1,0,1,Client Delivery Manager,3,120000.0,Not Verified,Aug-17,Current,n,,1,Credit card refinancing,074xx,30,15.08,0.0707
2825,1593955,1000.0,1000.0,0,13.59%,33.98,2,11,Team Leader,3,31200.0,Source Verified,Aug-17,Current,n,,6,Major purchase,765xx,42,21.27,0.1359
2826,1244467,10000.0,10000.0,0,6.99%,308.73,0,1,Owner/manager,3,60000.0,Not Verified,Dec-16,Charged Off,n,,4,Home improvement,190xx,37,6.74,0.0699
2827,862856,5000.0,5000.0,0,12.39%,167.01,2,10,Exclusive Agent- Horace Mann Ins,1,50000.0,Verified,Jan-15,Fully Paid,n,,11,Business,745xx,35,21.12,0.1239
2828,329222,16000.0,16000.0,1,18.99%,414.97,4,20,Service Manager,1,75036.0,Not Verified,Aug-14,Fully Paid,n,,4,Home improvement,275xx,26,28.4,0.1899
2829,747876,17225.0,17225.0,0,14.65%,594.17,2,14,Administrative Analyst,3,68500.0,Source Verified,May-15,Fully Paid,n,,2,Debt consolidation,902xx,4,17.92,0.1465
2830,254549,24000.0,24000.0,0,10.49%,779.95,1,7,Manager,3,130000.0,Source Verified,Nov-14,Fully Paid,n,,2,Debt consolidation,112xx,33,7.17,0.1049
2831,486256,15000.0,15000.0,1,13.18%,342.68,2,12,Payroll Administrator,1,53300.0,Not Verified,Dec-15,Current,n,,1,Credit card refinancing,078xx,30,37.52,0.1318
2832,424722,20000.0,19975.0,0,9.67%,642.25,1,5,Executive Assistant,3,60000.0,Source Verified,Mar-14,Fully Paid,n,,1,Credit card refinancing,701xx,17,11.08,0.0967
2833,241061,12000.0,12000.0,1,8.67%,247.19,1,5,Engineer,1,100000.0,Not Verified,Dec-14,Fully Paid,n,,1,Credit card refinancing,151xx,37,25.58,0.0867
2834,424760,34475.0,34475.0,0,15.61%,1205.42,2,14,Transportation Manager,3,75000.0,Verified,Mar-14,Fully Paid,n,,1,Credit card refinancing,941xx,4,31.99,0.1561
2835,902747,16000.0,16000.0,0,9.75%,514.4,1,7,Graphic Artist,1,50000.0,Verified,Mar-16,Current,n,,2,Debt consolidation,486xx,21,22.95,0.0975
2836,1269542,15000.0,15000.0,1,21.49%,409.95,3,19,Foreman,3,52000.0,Source Verified,Nov-16,Current,n,,1,Credit card refinancing,410xx,16,21.3,0.2149
2837,1523214,16800.0,16800.0,0,13.99%,574.11,2,12,Mechanical Engineer,1,77500.0,Verified,Apr-17,Current,n,,2,Debt consolidation,949xx,4,16.71,0.1399
2838,1636576,8000.0,8000.0,0,11.99%,265.68,1,9,Childcare,3,40000.0,Source Verified,Jul-17,Current,n,,1,Credit card refinancing,066xx,6,15.6,0.1199
2839,561373,15000.0,15000.0,0,13.99%,512.6,2,13,SALES MANAGER,2,122000.0,Not Verified,Oct-15,Fully Paid,n,,2,Debt consolidation,912xx,4,17.0,0.1399
2840,2096178,11000.0,11000.0,1,20.89%,296.91,3,18,District Manager,3,85000.0,Source Verified,Jul-18,Current,n,,2,Debt consolidation,183xx,37,2.23,0.2089
2841,2108454,25000.0,25000.0,0,10.08%,807.62,1,5,Camera Technician,3,85000.0,Not Verified,Jul-18,Current,n,,2,Debt consolidation,900xx,4,16.96,0.1008
2842,1026753,4000.0,4000.0,0,6.99%,123.5,0,1,Administrative Assistant,3,74600.0,Verified,Jun-16,Current,n,,9,Other,936xx,4,18.07,0.0699
2843,1011945,23825.0,23825.0,1,13.44%,547.48,2,12,Registered Nurse,2,78624.0,Not Verified,Jan-16,Fully Paid,n,,2,Debt consolidation,967xx,11,29.95,0.1344
2844,333611,10000.0,10000.0,1,13.98%,232.58,2,12,Staff Accountant,3,53000.0,Source Verified,Aug-14,Fully Paid,n,,2,Debt consolidation,031xx,29,11.37,0.1398
2845,1115835,24000.0,23750.0,0,10.75%,782.9,1,8,Director of Client Services,3,58988.8,Verified,Apr-16,Fully Paid,n,,1,Credit card refinancing,442xx,34,21.04,0.1075
2846,1061724,20000.0,20000.0,1,12.99%,454.96,2,11,Educator,1,120000.0,Verified,May-16,Current,n,,1,Credit card refinancing,076xx,30,14.24,0.1299
2847,517698,15400.0,15400.0,0,10.99%,504.11,1,8,Owner ,3,80000.0,Source Verified,Nov-15,Fully Paid,n,,2,Debt consolidation,068xx,6,13.02,0.1099
2848,1517326,10000.0,10000.0,0,10.49%,324.98,1,6,Lead carpenter,3,60000.0,Source Verified,Apr-17,Current,n,,2,Debt consolidation,838xx,12,17.42,0.1049
2849,1527545,1000.0,1000.0,0,19.03%,36.68,3,17,custodian,2,29000.0,Not Verified,Sep-17,Current,n,,4,Home improvement,290xx,39,36.51,0.1903
2850,21928,6000.0,5500.0,0,5.42%,180.96,0,0,hudson county coprrectional center,3,86000.0,Not Verified,Dec-10,Fully Paid,n,  Borrower added on 12/21/10 > personal loan<br/> Borrower added on 12/21/10 > personal loan<br/> Borrower added on 12/21/10 > personal loan for home inprovement<br/>to vacation home home<br/> Borrower added on 12/21/10 > improvement loan<br/>,9,personal loan,073xx,30,7.66,0.0542
2851,1351757,16000.0,16000.0,0,16.99%,570.37,3,15,Director of Admissions,3,80000.0,Source Verified,Mar-17,Charged Off,n,,2,Debt consolidation,551xx,22,23.66,0.1699
2852,1466964,5000.0,5000.0,0,10.42%,162.33,1,7,,3,33625.0,Source Verified,May-17,Current,n,,2,Debt consolidation,981xx,46,27.41,0.1042
2853,166127,7000.0,7000.0,0,15.31%,243.73,2,11,dinex,3,60000.0,Not Verified,Feb-13,Fully Paid,n,  Borrower added on 02/02/13 > just want t start fresh and clear some of my credit card deth<br>,1,Credit card refinancing,076xx,30,11.97,0.1531
2854,1932619,15000.0,15000.0,0,6.19%,457.63,0,1,Case Manager,3,65000.0,Not Verified,May-18,Current,n,,1,Credit card refinancing,061xx,6,19.48,0.0619
2855,467304,20000.0,20000.0,1,10.78%,432.66,1,8,Commercial Estimator,2,56000.0,Not Verified,Dec-15,Current,n,,2,Debt consolidation,327xx,9,21.8,0.1078
2856,139732,13000.0,13000.0,0,15.80%,455.76,2,12,City of Delray Beach,1,68000.0,Source Verified,May-13,Fully Paid,n,  Borrower added on 05/07/13 > Hello i currently own 75% of a property and my uncle owns 25%. I have some money saved up but attempting to purchase his share which we finally came down to an agreement. With this loan i will be able to collect the remaining money needed to purchased his share of the property. Thank you very much.<br>,9,Assistance Loan,334xx,9,27.05,0.158
2857,787344,12600.0,12600.0,0,5.93%,382.92,0,0,Director of Technology,2,102000.0,Not Verified,Apr-15,Fully Paid,n,,1,Credit card refinancing,953xx,4,6.2,0.0593
2858,1108505,30000.0,30000.0,1,18.99%,778.06,3,18,Plant Manager,1,134000.0,Source Verified,Apr-16,Fully Paid,n,,4,Home improvement,336xx,9,18.21,0.1899
2859,1324965,20000.0,20000.0,0,11.44%,658.95,1,8,owner,3,144000.0,Source Verified,Mar-17,Current,n,,11,Business,463xx,14,4.99,0.1144
2860,389667,5200.0,5200.0,0,13.98%,177.68,2,12,,3,18600.0,Verified,May-14,Fully Paid,n,,2,Debt consolidation,920xx,4,23.48,0.1398
2861,1710088,6000.0,6000.0,0,12.62%,201.07,2,10,,3,15000.0,Not Verified,Nov-17,Charged Off,n,,1,Credit card refinancing,439xx,34,26.96,0.1262
